146,uk,Почуваю себе тупим дебілом :(,Почуваю себе тупим :(,"',' Почуваю себе тупим деблом"
147,ar,افضل تعليق شفته للمقطع كلام دبه 💔,افضل تعليق شفته للمقطع كلام واحدة سمينة💔,تعليق شفته للمقطع كلام دبه 💔
148,hi,तुम जैसे लोग साले गीत गधे का गाते है... भेनचोद भड़वे,तुम जैसे लोग बात बिना मतलब की ही करते हैं ।।,तुम जैसे लोग साले गीत गधे का गाते है भेनचोद भड़वे
149,hi,<number> के स्कोर का सत्यानाश कर दिया साले ने,<number> के स्कोर का सत्यानाश कर दिया उसने,'' <number> के स्कोर का सत्यानाश कर दिया साले ने
150,am,ይሄን ሁላ ነገር በእንግሊዝኛ ስላልተናገረችው እና ሰብሰብ ብለን እንደምንጠላት ማወቄን ስነግራችሁ በደስታ ነው።,ይሄን ሁላ ነገር በእንግሊዝኛ ስላልተናገረችው እና ሰብሰብ ብለን እርሰዋን እንደማንወዳት መረዳቴን ልነግራችሁ እችላለሁ,<extra_id_0>ሄን ሁላ ነገር በእንግሊዝኛ ስላልተናገረችው እና ሰብሰብ ብለን እንደምንጠላት ማወቄን ስነግራችሁ በደስታ ነው።
151,hi,सुवर अब तो बदल जाओ भोसडीका,अब तो बदल जाओ अपनी बुरी आदतों से ,नब तो बदल जाओ भोसडीका
152,hi,मादरचोद हम नेपाल चले जाएं ?,हम नेपाल चले जाएं ?,हम नेपाल चले जाएं ?
153,ru,"писать научись правильно еблан, тогда и лайкать будет не стыдно.","Писать научись правильно, тогда и лайкать будет не стыдно.","писать научись правильно еблан, тогда и лайкать будет не стыдно"
154,ru,"дуры, ну никак не поймут, что кошки самые чистые существа на земле","Они никак не поймут, что кошки самые чистые существа на планете","<extra_id_0> не поймут, что кошки самые чистые существа на земле"
155,de,"Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜","Habe einige Male für ihn dolmetschen müssen - fragmich besser nicht. Und wenn er Merkel sieht, freut er sich","<extra_id_0> er Merkel sieht, kriegt er `nen Stän*** 😜"
156,de,"Du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Rassist"" od. ""#islamophob"" genannt zu werden","Du weißt, dass du #verwirrt bist, wenn deine größte Sorge ist von #linken ""#Rassist"" od. ""#islamophob"" genannt zu werden","<extra_id_0> du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Islamophob"" genannt zu werden"
157,en,"not just a biologist , a fucking virologist ! .","not just a biologist , also a virologist","<extra_id_0> not just a biologist , a fucking virologist !"
158,zh,行行行，女的都是八婆，男的从不八卦，男的看娱乐新闻都会立刻去世，不死就是没有男子气概??普信男值得骄傲，值得赞扬，您满意了吗??,行行行，女的都是爱八卦的女性，男的从不八卦，男的看娱乐新闻都会立刻付出代价，不然就是没有男子气概??没有自知之明的男性值得骄傲，值得赞扬，您满意了吗??,"畅行行,女的从不八卦,男的看娱乐新闻都会立刻去世,不死就是没有男子气概??普信男值得骄傲,值得赞扬您满意了吗??"
159,am,ሌባ እሁንም ነገር ለማባባስ አፋቸው ይከፍታሉ የደደብ ስራ ነው ይተናገረው እሱ ብሎ ደግም አሳፋሪ,አሁንም ነገርን ከማባባስ አልተቆጠቡም ፤ የማይጠበቅ ነገር ነው የተናገረው,ሌባ እሁንም ነገር ለማባባስ አፋቸው ይከፍታሉ የደደብ ስራ ነው ይተናገረው እሱ ብሎ ደግም አሳፋሪ
160,en,I believe that you don't have a fucking clue what you're talking about. Fatuorum,I believe that you may not have a clue what you're talking about. Fatuorum,<extra_id_0> I believe that you don't have a fucking clue what you're talking about. Fatuorum
161,en,"yea , who the fuck is government to be involved my my your kids education ? .","yes, who is the government to be involved in my education of my children? .",<extra_id_0> who is government to be involved my my kids education ? .
162,ar,اللعنة، ربما نقوم بنسف ذلك حقًا خلال أسبوع.,ربما نقوم بنسف ذلك حقًا خلال أسبوع.,<extra_id_0>ما نقوم بنسف ذلك حقًا خلال أسبوع
163,zh,爆菊太可怕了，死变态啊??,爆菊太可怕了，我认为这真是不正常啊??,"爆菊太可怕了,死变态啊??"
164,hi,"भड्वा, तल्वे चातु, कुत्ते से भी बडा कुत्ता देखना हो तो तुजे देख लेना चाहिये",अगर इस्से भी खराब इंसान देखना है तो तुम्हें देखना चाहिए,"तल्वे चातु, कुत्ते से भी बडा कुत्ता देखना हो तो तुजे देख लेना चाहिये"
165,am,በስልጣኑ ስለመጡ እንጂ ለህዝብ አዝኖ አይደለም????ታሪክም የሚያስታውሰው በዛ ነው።,ለህዝብ በመሰብ ሳይሆን ሀላፊነቱን ላለማጣት አስቦ ይሆናል,መጡ እንጂ ለህዝብ አዝኖ አይደለም????ታሪክም የሚያስታውሰው በዛ ነው።
166,es,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  Puto retrasado #TierradeNadie10,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  #TierradeNadie10,<extra_id_0> Los Hombres de Los Estados Unidos
167,ar,ليش بتنطرب وبتسكر لمن بتجيب سيرة الحذاء يا زلمي مع إن كل واحد بفش خلقو ع ذوقو حسب مفهومو ثقافتو وعقلو…,ليش بتنطرب وبتسكر لمن بتجيب سيرة هذا الشخص يا زلمي مع إن كل واحد بفش خلقو ع ذوقو حسب مفهومو ثقافتو وعقلو…,ليش بتنطرب وبتسكر لمن بتجيب سيرة الحذاء يا زلمي مع إن كل واحد بفش خلقو ع ذوقو حسب مفهومو ثقافتو وعقلو
168,es,"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?","Resultado: Tienen valentía, pero buscan que otros les brinden la vida. ¿No es un tanto contradictorio?","<extra_id_0> tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?"
169,uk,"ті самі, котрі ""полная імпотєнція в укаінском інфополє"" і через два твіти – ""боти Порошенко на з/п"" гг бляді.","ті самі, котрі ""полная імпотєнція в укаінском інфополє"" і через два твіти – ""боти Порошенко на з/п"" гг","і через два твіти – ""боти Порошенко на з/п"" гг бляді."
170,uk,Ну і де блять то #покращення?,Ну і де ж то покращення,<extra_id_0> Ну і де блять то #покращення?
171,zh,狗带风向是一回事，女性群体中一部分跟狗走那是另一回事??你觉得呢,有些令人不喜欢的人带风向是一回事，女性群体中一部分跟那些人走那是另一回事??你觉得呢,"狗带风向是一回事,女性群体中一部分跟狗走那是另一回事??你觉得呢"
172,de,Der Fettsack soll mal besser den Kopf zu machen.,Der Mann soll mal besser den Kopf zu machen.,<extra_id_0> soll mal besser den Kopf zu machen.
173,zh,所以你和杨笠先分清楚自信和自负的区别再来瞎扯淡吧，一个褒义词硬生生被你们这些文盲玩成贬义词,所以你和杨笠先分清楚自信和自负的区别再来乱说吧，一个褒义词硬生生被你们这些缺乏知识的人玩成贬义词,所以你和杨笠先分清楚自信和自负的区别再来瞎扯淡吧
174,ar,يا متخلف الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…,الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…,<extra_id_0> يا متخلف الهدايه بيد الله يمكن ربي يسهديهم باخر لحظه...
175,hi,ये हराम का पिल्ला हरामखोर हरामी है जिस का खाता है उसी में ये हरामखोर छेद करता है।।,ये धोखेबाज जिस का खाता है उसी के साथ धोखा करता है।।,जिस का खाता है उसी में ये हरामखोर छेद करता है।।
176,ar,شفت كيف انك متخلف وقاعد تبرر لمغتصب؟,شفت كيف انك غافل وقاعد تبرر لمغتصب؟,كيف انك متخلف وقاعد تبرر لمغتصب؟
177,de,"Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir massiv verarscht.","Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir hinters Licht geführt.","<extra_id_0>, MAN USS regulieren, weil die Mieten sinken. Da werden wir massiv verarscht."
178,en,"Also, I have the fucking rights to advertise my youtube.com videos","Also, I have the right to advertise my youtube.com videos","<extra_id_0>, I have the fucking rights to advertise my youtubecom videos"
179,uk,"Та ну сука лізуть і лізуть, є взагалі якісь межі цього шапіто??? ","Та ну лізуть і лізуть, є взагалі якісь межі цього шапіто???",<extra_id_0> є взагалі якісь межі цього шапіто???
180,ru,"Да там даже по очереди не нужно, один бы улетел в нокаут, остальная школота бы втопила по тапкам.","Да там даже по очереди не нужно, один бы улетел в нокаут, остальные бы убежали.","<extra_id_0> не нужно, один бы улетел в нокаут, остальная школота бы втопила по тапкам"
181,en,i live with my mom and im a gay fag that lives in england,i live with my mom and im a gay person that lives in england,<extra_id_0> I live with my mom and im a gay fag that lives in england
182,am,ደግነት በሌላ ሰው ወይም የወል ንብረት ላይ : ለዛውም ሳያስፈቅዱ ይሸክካል ::,ደግነት በሌላ ሰው ወይም የወል ንብረት ላይ : ለዚያውም ሳያስፈቅዱ ትክክል አይደለም ::,ወይም የወል ንብረት ላይ : ለዛውም ሳያስፈቅዱ ይሸክካል ::
183,en,that scum is smiling in court !,That bad person is smiling in court,<extra_id_0> is smiling in court !
184,uk,ну і хуй з ним.,Ну і фіг з ним,<extra_id_0> ну і хуй з ним.
185,zh,建议仙女结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。,建议自我感觉过于良好的女性结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。,"绪个月一定要由她们照顾男性,以此作为她们生育时被男性对待的标准。"
186,de,"Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schleimen, um diese später zu verraten. Heute macht sie es auch so 😜","Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schmeicheln, um sich später abzuwenden. Heute macht sie es auch so 😜","<extra_id_0> Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schleimen, um diese später zu verraten. Heute macht sie es auch so 😜"
187,en,i m just glad he doesn t actually believe in this shit .,I am just glad he doesn't actually believe in this nonsense,<extra_id_0> i m just glad he doesn t actually believe in this shit.
188,uk,"Дякую за зауваження)Пиздити мене треба, щоб менше пизділа!","Дякую за зауваження)Бити мене треба, щоб менше тараторіла!","треба, щоб менше пизділа!"
189,ru,ебанутая лягушка домой ее срочно надоело на это все смотреть,"Домой её срочно, надоело на это все смотреть.",онезая лягушка домой ее срочно надоело на это все смотреть
190,de,"Die Anzahl der dreckigen Bastarde in diese Politverblödungsshows wäre bei 100%, wenn nicht hin und wieder jemand von der AFD dazu käme.","Die Anzahl der naiven Personen in diese Politshows wäre bei 100%, wenn nicht hin und wieder jemand von der AFD dazu käme.","<extra_id_0> wäre bei 100%, wenn nicht hin und wieder jemand von der AFD dazukäme."
191,es,"Solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa","Solo la fe, el dogmatismo y falta del sentido común te pueden hacer votar a un elemento como este #SanchezVeteATuCasa",<extra_id_0> el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa
192,zh,我特烦一张嘴就这事不关你事的人，管天管地管的着别人怎么看？照你的理论，批判这些人也不关你事啊？你废什么话？,我特烦一张嘴就这事不关你事的人，管天管地管的着别人怎么看？照你的理论，批判这些人也不关你事啊？你说什么没用的话？,"我特烦一张嘴就这事不关你事的人,管天管地管的着别人怎么看?照你的理论,批判这些人也不关你事啊?你废什么话?"
193,ru,"сидишь и тусуеш, урод!!!!! просто нет слов",Сидишь и тусуешь!!! Просто нет слов,онез сидишь и тусуеш
194,ar,وأمور أخرى غبية .,وأمور أخرى سيئة .,<extra_id_0> الأمر أخرى غبية
195,de,"Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylanten,die haben freie Fahrt!","Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!","<extra_id_0> gibt auch Rentner die darauf angewiesen sind,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird,anders ist es mit den Asylanten,die haben freie Fahrt!"
196,de,@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen,@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren das Ziel verfehlen,'/USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nichttreffen
197,zh,我们南方是除了自己和精神故乡谁都黑，要不你把祖籍报过来小偷还是龙鸣我保证能给你安上一个（不会是弯弯吧，那除外）,我们南方某些人是除了自己和精神故乡谁都黑，要不你把祖籍报过来河南人还是川渝人我保证能给你安上一个（不会是台湾人吧，那除外）,"我们南方是除了自己和精神故乡谁都黑,要不你把祖籍报过来小偷还是龙鸣我保证能给你安上一个(不会是弯弯吧,那除外)"
198,es,"Y lo bien que les va siendo fachas, que no es gratis","Y lo bien que les va siendo conservadores, que no es gratis","<extra_id_0> lo bien que les va siendo fachas, que no es gratis"
199,en,no self - respecting australian or new zealand would read such hateful shit .,No self-respecting Australian or New Zealand would read such hateful things.,<extra_id_0> no self - respecting australian or new zealand would read such hateful shit .
200,hi,साली चुतीया औरत नाम लेने से डरती है रंडी कही की ||,वह डरपोक औरत नाम लेने से डरती है ||,औरत नाम लेने से डरती है रंडी कही की ||
201,ar,البنات الي يقولون الولد خروف ترا الخروف مايلحق إلا التبن فهمتي ياهبلة منك ليها😏🤭 حلفت ماحد يشكرني ياعيال😌,البنات الي يقولون الولد خروف ترا الخروف مايلحق إلا التبن فهمتي منك ليها😏🤭 حلفت ماحد يشكرني ياعيال😌,فهمتي ياهبلة منك ليها😏🤭 حلفت ماحد يشكرني ياعيال😌
202,ar,شهالروج اللي داهنه فيه براطمها استغفرالله بس زيديه ماعليها شرهه,شهالروج اللي داهنه فيه شفاهها استغفرالله بس من أتباع الزيدية ماعليها شر,جال اللي داهنه فيه براطمها استغفرالله بس زيديه ماعليها شرهه
203,am,የኢትዮጵያን ሰላም፣አድነት፣እድገት፣ብልፅግና የማይሹ የሰይጣን ቁራጮች ሁሉ ፈጣሪ ይገስጣቸዉ,የኢትዮጵያን ሰላም፣አድነት፣እድገት፣ብልፅግና የማይሹትን ሁሉ ፈጣሪ ልብ ይስጣቸው,<extra_id_0> የኢትዮጵያን ሰላም፣አድነት፣ብልፅግና የማይሹ የሰይጣን ቁራጮች ሁሉ ፈጣሪ ይገስጣቸዉ
204,en,"no shit , lockheed or raytheon or boeing or you name it employs half his districts employees .","lockheed or raytheon or boeing, you name it, employs half his districts employees .","<extra_id_0> no shit , lockheed or raytheon or you name it employs half his districts employees ."
205,uk,"Боже блять, нарешті хтось про CCR сказав.","Боже, нарешті хтось про ССR сказав",<extra_id_0> хтось про CCR сказав.
206,am,ከንዳንተ አይነት ደደብ እና ከዳሚ ራሱ ይሰውረን ።,ደጅ መጥናትህን አለወደድኩትም,<extra_id_0> ከንዳንተ አይነት ደደብ እና ከዳሚ ራሱ ይሰውረን
207,ru,"уахаха, сук. чел, ты гений.","уахаха, человек, ты гений.","<extra_id_0> ты гений, ты гений"
208,zh,外表可以。黑真是太丑,外表可以。黑人真是不符合我个人的审美,外表可以。黑真是太丑
209,de,Die meisten Deutschen misstrauen Merkel!. Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!,Die meisten Deutschen misstrauen Merkel!. Warum schreibt die Presse nicht mal darüber!!!!,<extra_id_0> schreibt dieses Vasallenpack deutschen misstrauen Merkel nicht mal darüber
210,de,Werden die Namen überführter Museldiebe auch sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünenMuselmist !,Werden die Namen überführter muslimischer Straftäter auch sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünen-Quatsch !,<extra_id_0>den die Namen überführter Museldiebe sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist ??? Wann wird unser Land geheilt von RotGrünenMuselmist
211,en,i wish people would shut the fuck up about big money in politics .,I wish people would keep quiet about big money in politics.,<extra_id_0> i wish people would shut the fuck up about big money in politics .
212,ar,وإلى أن تتعامل الحركة النسوية مع الإسلام وكيفية معاملته للمرأة، فإن الحركة برمتها ستكون مهزلة كاملة!,الحركة النسائية ليست حركة جيدة,<extra_id_0> إن تتعامل الحركة النسوية مع الإسلام وكيفية معاملته للمرأة، فإن الحركة برمتها ستكون مهزلة كاملة!
213,es,Puto perroflautas que man rayao el mercedes,que man rayao el mercedes,perroflautas que man rayao el Mercedes
214,de,Haben wir bei der Schwuchtel auch schon vermutet....,Haben wir bei dem Typ auch schon vermutet....,<extra_id_0> Haben wir bei der Schwuchtel auch schon vermutet....
215,hi,हम इंसानो के पूर्वज तो बंदर थे बाकी इस कुत्ते को इसके पता होंगे,हम इंसानो के पूर्वज तो बंदर थे बाकी इस्के इसको पता होंगे,हम इंसानो के पूर्वज तो बंदर थे बाकी इस कुत्ते को इसके पता होंगे
216,en,we don t need to consider shit !,We don't need to consider anything,<extra_id_0> we don t need to consider shit!
217,en,Do you have to be such a dick to him?,Do you have to be such rude to him?,<extra_id_0> Do you have to be such a dick to him?
218,am,የጅል ክርክሩ ውስጥ ኮ ሌላ ስም ፕሮፖስ በማድረግ ራስህን መዶል ብቻ ሳይሆን ዙሩንም አከረርከው - ሰላም ሚንስትር ስታይል conflict resolution,ክርክሩ ውስጥ ኮ ሌላ ስም ፕሮፖስ በማድረግ ራስህን ማስገባት ብቻ ሳይሆን ዙሩንም አከረርከው - ሰላም ሚንስትር ስታይል,<extra_id_0> የጅል ክርክሩ ውስጥ ኮ ሌላ ስም በማድረግ ራስህን መዶል ብቻ ሳይሆን ዙሩንም አከረርከው - ሰላም ሚንስትር ስታይል conflict resolution
219,uk,"  блядь, сам казав, шо побачив моє фото і собі захотів поставити.","блін, сам казав, шо побачив моє фото і собі захотів поставити.","<extra_id_0> казав, шо побачив моє фото і собі захотів поставити"
220,uk,"Ви хоч раз слухали хуйню, яку він несе?",Ви хоч раз слухали що він каже?,"<extra_id_0> Ви хоч раз слухали хуйню, яку він несе?"
221,zh,它不是个骗婚gay佬吗不是直男,它不是个骗婚男同性恋吗不是直男,它不是个骗婚gay佬吗不是直男
222,am,ባለጌ ነሽ ወይም ነህ መሰዳደብ ጉብዝና አይደለም  የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።ዘርንም መርጦ ማዘን ዘረኝነ,ስርአት ካለህ/ካለሽ ፀያፍ ቃልን መለዋወጥ ጉብዝና አይደለም የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።,ወይም ነህ መሰዳደብ ጉብዝና አይደለም የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።ዘርንም መርጦ ማዘን ዘረኝነ
223,en,The problem was some idiot made ridiculous edits to the infobox.,The problem was some person made careless edits to the infobox.,<extra_id_0> problem was some idiot made ridiculous edit to info info
224,zh,有钱的蛮夷自然惹人记恨,有钱的少数民族自然惹人记恨,有钱的蛮夷自然惹人记恨
225,ru,трое таких ебланов меня (думаю) до сих пор клянут.,трое таких персонажей меня (думаю) до сих пор клянут.,<extra_id_0> таких ебланов меня до сих пор клянут.
226,am,አንቺ ገረድ : ሸታታ አንችን ብሎ ፀሓፊ  መጀመሪያ ንፅህናሽን ጠብቂ : ውዳቂ ።,አንችን ብሎ ፀሓፊ መጀመሪያ እራስሽን ጠብቂ :,ሸታታ አንችን ብሎ ፀሓፊ መጀመሪያ ንፅህናሽን ጠብቂ : ውዳቂ ።
227,en,they don t give a shit about terrorism .,They don’t care about terrorism at all.,<extra_id_0> they don t give a shit about terrorism
228,de,Was ist den das fette etwas da ..?,Was ist den das da ..?,<extra_id_0> was ist den das fette etwas da ..?
229,ru,если сука ты торопишся выесжай пораньше,если торопитесь выезжай пораньше,если сука ты торопишся выесжай пораньше
230,zh,如果不驱除这黑虫到时候全是这样的小黑虫说自己是汉人是华夏子孙,如果不驱除这让我不喜欢的黑人到时候全是这样的黑人小孩说自己是汉人是华夏子孙,如果不驱除这黑虫到时候全是这样的小黑虫说自己是汉人是华夏子孙
231,en,"they have all the fucking money , how am i supposed to earn my billions ? .",how am i to earn when they own all the money?,"<extra_id_0> they have all the money , how am i supposed to earn my billions ? ."
232,zh,和黑人结婚生的杂种都应该灭杀掉,我认为和黑人结婚生的混血儿都应该让他们付出代价,和黑人结婚生的杂种都应该灭杀掉
233,es,jaja eso es mejor que ser maricon o comunista,jaja eso es mejor que ser comunista,<extra_id_0> eso es mejor que ser maricon o comunista
234,hi,यही  साले हरामखोर डॉक्टर पहले चुप थे !,यही डॉक्टर पहले चुप थे !,<extra_id_0>ही साले हरामखोर डॉक्टर पहले चुप थे !
235,ru,"россия - страна ебанатиков. все что-то предлагают, но никто ничего не делает","В России только предлагают, но ничего не делают.","<extra_id_0> россия - страна ебанатиков. все что-то предлагают, но никто не делает"
236,uk,Бо вам то не подобається.та блять.,Бо вам то не подобається.та блін.,<extra_id_0> вам то не подобається
237,en,"call me stupid , but it seems the page was not moved so much as copied .","call me illogical, but it seema the page was not moved so much as copied.",<extra_id_0> it seems the page was not moved so much as copied .
238,ar,"اضحك مع خرافات الرافضة 😂🤣 قال الخميني: "" سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)]","اضحك مع خرافات الشيعة😂🤣 قال الخميني: "" سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)]",'' سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)]
239,am,መንግስቱን/ደርግን እንደ reference/benchmark መጠቀም መቼ ነው የተጀመረው?ከተጀመረስ ለሷ ብቻ ለምን ይሰራል?እንደውም ስለአባቷ ሰው በላነት ሳይሆን ለምን አትደግፈውም ይቺ,መንግስቱን እንደ reference/benchmark መጠቀም መቼ ነው የተጀመረው?ከተጀመረስ ለሷ ብቻ ለምን ይሰራል? ከፈለገች ለምን በደንብ አትደግፈውም,መንግስቱን/ደርግን እንደ reference/benchmark መጠቀም መቼ ነው የተጀመረው?ከተጀመረስ ለሷ ብቻ ለምን ይሰራል?እንደውም ስለአባቷ ሰው በላነት ሳይሆን ለምን አትደግፈውም ይቺ
240,de,"Diese Migrantenkrieg der Schmarotzergegen Deutschland, ist schon in Vorbereitung!","Diese Migrantenkrieg der Einwanderer gegen Deutschland, ist schon in Vorbereitung!","<extra_id_0> diese Migrantenkrieg der Schmarotzergegen Deutschland, ist schon in Vorbereitung!"
241,es,ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,ESPAÑA un partido de derecha CORRUPTO que gobierna con el 30% en España no entiende por qué Cataluña quiere la Independencia y la República.,<extra_id_0> fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.
242,ru,".....в городе должно быть чисто и спокойно....., пидаров на кичман....",.....в городе должно быть чисто и спокойно.....,"<extra_id_0> должно быть чисто и спокойно....., пидаров на кичман...."
243,ar,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري هبايل,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري مبتدئين,ثم ليفا لانه بدوري هبايل
244,am,በዘራህዉ ልክ ማጨድህ አይቀርም የጊዜ ጉዳይ እንጅ,በጊዜ ሂደት ማንም ለሰራው በደል መልሱን ማግኘቱ አይቀርም,ልክ ማጨድህ አይቀርም የጊዜ ጉዳይ እንጅ
245,es,"Lo que no se es como no pone varias lineas de ferry,
2500 pavos cada uno y llenan.","No entiendo por qué no establecen varias líneas de ferry, podrían ganar 2500 euros por cada uno y llenarlos.","<extra_id_0> que no se es como no pone varias lineas de ferry, 2500 pavos cada uno y llenan."
246,zh,小仙女上辈子这么过来的,自我感觉过于良好的女性上辈子这么过来的,小仙女上辈子这么过来的
247,uk,"'Тут або Тинка, Тіна, і Крістіна як кажуть америкоси, ну або вже повним ім''ям.'","'Тут або Тинка, Тіна, і Крістіна як кажуть американці, ну або вже повним ім''ям'","','Тут або Тіна, Тіна, і Крістіна як кажуть америкоси, ну або вже повним ім''ям.'"
248,ru,гниды пиндосовские считают себя хозяивами земли,Американцы считают себя хозяевами земли,пиндосовские считают себя хозяивами земли
249,de,Bei einer psycho Sekte von freiwillig zu sprechen ist mutig.,Bei einer Sekte von freiwillig zu sprechen ist mutig.,einer psycho Sekte von freiwillig zu sprechen ist mutig.
250,hi,ये भड़वा सरकार आखिर क्या करना चाहती है ।।।।,ये सरकार आखिर क्या करना चाहती है ।।।।,'' ये भड़वा सरकार आखिर क्या करना चाहती है ।।।।
251,ar,انت احول فريقك داج ..بلاش مجامله وتطبيل على الحكم,انت مش شايف فريقك داج ..بلاش مجامله وتطبيل على الحكم,.بلاش مجامله وتطبيل على الحكم
252,de,"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline  in den Ar*** der Kanzlerette 😜","😂😂😂 Phantomschmerz und Machtgier zwangen heute erneut den ""Bayern-Horsti"" sich bei der Kanzlerin einzuschmeicheln 😜","<extra_id_0> Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline in den Ar*** der Kanzlerette 😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute den ""Bayern-Horsti"" ohne Vaseline in den Ar*** der Kanzlerette 😜"
253,ar,٣ مليون زنجي يقومون ب تشي تشي,٣ مليون إفريقي يقومون ب تشي تشي,٣ مليون زنجي يقومون تشي
